word,phonetic,pos,meaning_cn,level,gaokao_frequency,word_family,tags
booth,/ˈbuθ/,n.,岗；亭或小隔间,4,low,,description
border,/ˈbɔrdɝ/,n./v.,边缘；边境,4,low,,action
bored,/ˈbɔrd/,adj.,厌倦的；烦闷的,4,low,,description
boring,/ˈbɔrɪŋ/,adj.,乏味的；无聊的,3,medium,,description
born,/ˈbɔrn/,adj.,出生的,2,medium,,description
borrow,/ˈbɑˌroʊ/,v.,借用；借,2,high,,action
boss,/ˈbɑs/,n./v.,领班；老板,3,medium,,action
botanical,/bəˈtænɪkəl/,n./adj.,植物学的,4,low,,nature
both,/ˈboʊθ/,pron.,两；双,1,high,,description
bother,/ˈbɑðɝ/,n./v.,烦扰；迷惑,3,low,,action
bottle,/ˈbɑtəl/,n./v.,瓶子,2,high,,action
bottom,/ˈbɑtəm/,n./v./adj.,底部；底,3,low,,action
bounce,/ˈbaʊns/,n./v.,使弹跳；反弹,4,low,,action
bound,/ˈbaʊnd/,n./v./adj.,被束缚的；被绑的,4,low,,action
boundary,/ˈbaʊndɝi/,n.,边界；界限,3,low,,description
bow,/ˈbaʊ/,n./v.,鞠躬；弓形物,4,low,,action
bowl,/ˈboʊl/,n./v.,碗,2,medium,,action
bowling,/ˈboʊlɪŋ/,n.,保龄球,4,low,,description
box,/ˈbɑks/,n./v.,盒子；箱子,2,high,,action
boxing,/ˈbɑksɪŋ/,n.,拳击,4,low,,description
boy,/ˈbɔɪ/,n.,男孩,1,high,,description
brain,/ˈbreɪn/,n./v.,脑,1,high,,action
branch,/ˈbræntʃ/,n./v.,树枝；分枝,2,medium,,action
brand,/ˈbrænd/,n./v.,品牌,2,medium,,action
brave,/ˈbreɪv/,n./v./adj.,勇敢的,3,medium,,character
bread,/ˈbrɛd/,n./v.,面包,3,medium,,action
break,/ˈbreɪk/,n./v.,间隙,1,high,,action
breakfast,/ˈbrɛkfəst/,n.,早餐,2,medium,,description
breast,/ˈbrɛst/,n./v.,乳房；胸脯,4,low,,action
breath,/ˈbrɛθ/,n.,气息；呼吸,2,medium,,description
breathe,/ˈbrið/,v.,呼吸,3,medium,,action
brick,/ˈbrɪk/,n./v./adj.,砖；砖块,3,low,,action
bride,/ˈbraɪd/,n.,新娘,4,low,,description
bridegroom,/ˈbraɪdˌɡrum/,n.,新郎,4,low,,description
bridge,/ˈbrɪdʒ/,n./v.,桥,2,high,,action
brief,/ˈbrif/,n./v./adj.,简洁的,2,medium,,action
bright,/ˈbraɪt/,adj./adv.,明亮的；聪明的,2,high,,action
brilliant,/ˈbrɪljənt/,adj.,巧妙的；使人印象深刻的,2,medium,,description
bring,/ˈbrɪŋ/,v.,带来；产生,1,high,,action
britain,/ˈbrɪtən/,n.,英国；不列颠,1,high,,description
british,/ˈbrɪtɪʃ/,n./adj.,英国的；大不列颠的,2,high,,description
broad,/ˈbrɔd/,n./adj./adv.,宽的；宽大的,3,medium,,action
broadcast,/ˈbrɔdˌkæst/,n./v./adj./adv.,广播节目,3,medium,,action
brochure,/broʊˈʃʊr/,n.,资料手册,4,low,,description
broken,/ˈbroʊkən/,adj.,弄坏了的,3,medium,,description
brother,/ˈbrəðɝ/,n.,兄；弟,2,medium,,description
brown,/ˈbraʊn/,n./v./adj.,褐色；棕色,2,high,,action
brush,/ˈbrəʃ/,n./v.,刷；擦,3,medium,,action
bucket,/ˈbəkət/,n.,铲斗；桶,4,low,,description
budget,/ˈbədʒɪt/,n./v./adj.,预算；制定预算,3,low,,action
buffet,/ˈbəfət/,n./v.,自助餐,4,low,,action
build,/ˈbɪld/,n./v.,建造；构造,1,high,,action
building,/ˈbɪldɪŋ/,n.,建筑物；房屋,1,high,,description
bunch,/ˈbəntʃ/,n.,串；束,3,low,,description
burden,/ˈbɝdən/,n./v.,重担；使负重,3,medium,,action
burn,/ˈbɝn/,n./v.,燃；烧,2,high,,action
burst,/ˈbɝst/,n./v.,突然发生；突然发作,3,medium,,action
bury,/ˈbɛri/,v.,埋；葬,4,low,,action
bus,/ˈbəs/,n.,公共汽车,2,high,,description
bush,/ˈbʊʃ/,n.,灌木丛；矮树丛,3,medium,,description
business,/ˈbɪznəs/,n.,生意；事情,1,high,,description
businessman,/ˈbɪznəsˌmæn/,n.,商人；男企业家,3,medium,,description
busy,/ˈbɪzi/,v./adj.,忙的,1,high,,action
but,/ˈbət/,conj.,但是；可是,1,high,,description
butcher,/ˈbʊtʃɝ/,n./v.,肉店；屠夫屠宰,4,low,,action
butter,/ˈbətɝ/,n./v.,黄油；奶油,4,low,,action
button,/ˈbətən/,n./v.,纽扣；按钮,3,low,,action
buy,/ˈbaɪ/,n./v.,买,1,high,,action
by,/ˈbaɪ/,prep.,被；经,1,high,,description
bye,/ˈbaɪ/,interj.,再见,4,low,,description
cab,/ˈkæb/,n./v.,出租车,4,low,,action
cabbage,/ˈkæbədʒ/,n.,卷心菜；洋白菜,4,low,,description
cafe,/kæˈfeɪ/,n.,咖啡馆；餐馆,3,medium,,description
cafeteria,/ˌkæfəˈtɪriə/,n.,自助餐厅,4,low,,description
cage,/ˈkeɪdʒ/,n./v.,笼；鸟笼,3,medium,,action
cake,/ˈkeɪk/,n./v.,蛋糕；糕点,3,low,,action
calculate,/ˈkælkjəˌleɪt/,v.,计算；核算,3,medium,,action
calendar,/ˈkæləndɝ/,n./v.,日历；日程表,4,low,,action
call,/ˈkɔl/,n./v.,喊；叫,1,high,,action
calligraphy,/kəˈlɪɡrəfi/,n.,笔迹；书法,4,low,,description
calm,/ˈkɑlm/,n./v./adj.,镇静；沉着的,1,high,,action
calorie,/ˈkælɝi/,n.,卡路里,3,medium,,description
camel,/ˈkæməl/,n.,骆驼,4,low,,description
camera,/ˈkæmɝə/,n.,照相机；摄像机,2,medium,,description
camp,/ˈkæmp/,n./v.,营；野营,2,high,,action
campaign,/kæmˈpeɪn/,n./v.,运动；战役,2,medium,,action
campus,/ˈkæmpəs/,n.,校园；大学生活,3,medium,,education
can,/ˈkæn/,n./v.,能；可以,1,high,,action
canada,/ˈkænədə/,n.,加拿大,2,high,,description
canadian,/kəˈneɪdiən/,adj.,加拿大的；加拿大人的,3,medium,,description
canal,/kəˈnæl/,n./v.,运河；水道,3,low,,nature
cancel,/ˈkænsəl/,n./v.,取消,3,medium,,action
cancer,/ˈkænsɝ/,n.,癌,4,low,,description
candidate,/ˈkændədeɪt/,n.,候选人；申请人,3,low,,description
candle,/ˈkændəl/,n./v.,蜡烛,4,low,,action
candy,/ˈkændi/,n./v.,糖果,4,low,,action
canteen,/kænˈtin/,n.,餐厅；食堂,4,low,,description
cap,/ˈkæp/,n./v.,盖子；帽子,3,low,,action
capable,/ˈkeɪpəbəl/,adj.,有能力的；能的,4,low,,description
capacity,/kəˈpæsəti/,n.,容量；能力,3,low,,description
capital,/ˈkæpətəl/,n./adj.,首都；省会,2,medium,,description
capsule,/ˈkæpsəl/,n.,胶囊,4,low,,description
captain,/ˈkæptən/,n./v.,上校；船长,3,low,,action
car,/ˈkɑr/,n.,汽车；小卧车,1,high,,description
carbon,/ˈkɑrbən/,n.,碳,3,medium,,description
card,/ˈkɑrd/,n./v.,卡片；名片,2,high,,action
care,/ˈkɛr/,n./v.,照料；保护,1,high,"careful,careless",action
career,/kɝˈɪr/,n.,事业；生涯,3,low,,description
careful,/ˈkɛrfəl/,adj.,小心；仔细,2,high,care,description
careless,/ˈkɛrləs/,adj.,粗心的；漫不经心的,4,low,care,description
carpet,/ˈkɑrpət/,n./v.,地毯,3,low,,action
carriage,/ˈkærɪdʒ/,n.,四轮马车；客车厢,4,low,,description
carrot,/ˈkærət/,n.,胡萝卜,4,low,,description
carry,/ˈkæri/,n./v.,拿；搬,1,high,,action
cartoon,/kɑrˈtun/,n./v.,动画片；卡通,4,low,,action
carve,/ˈkɑrv/,v.,刻；雕刻,4,low,,action
case,/ˈkeɪs/,n./v.,情况；病例,1,high,,action
cash,/ˈkæʃ/,n./v.,现金；现钞,3,low,,action
cast,/ˈkæst/,n./v.,演员阵容；投掷,4,low,,action
castle,/ˈkæsəl/,n./v.,城堡,3,low,,action
casual,/ˈkæʒəwəl/,n./adj.,漫不经心的；不经意的,3,medium,,description
cat,/ˈkæt/,n./v.,猫,3,medium,,action
catalogue,/ˈkætəˌlɔɡ/,n./v.,目录,3,low,,action
catch,/ˈkætʃ/,n./v.,接住；捉住,1,high,,action
category,/ˈkætəˌɡɔri/,n.,类别；种类,3,medium,,description
cater,/ˈkeɪtɝ/,v.,提供饮食；承办酒席,3,medium,,action
cathedral,/kəˈθidrəl/,n.,大教堂,4,low,,description
catholic,/ˈkæθlɪk/,n./adj.,天主教的,4,low,,description
cattle,/ˈkætəl/,n.,牛；家畜,3,medium,,description
cause,/ˈkɑz/,n./v.,原因；起因,1,high,,action
cave,/ˈkeɪv/,n./v.,洞；穴,4,low,,action
cease,/ˈsis/,n./v.,停止；终了,4,low,,action
ceiling,/ˈsilɪŋ/,n.,天花板；顶棚,3,low,,description
celebrate,/ˈsɛləˌbreɪt/,v.,庆祝,2,high,,action
celebration,/ˌsɛləˈbreɪʃən/,n.,庆祝；庆祝会,3,medium,,description
celebrity,/səˈlɛbrɪti/,n.,名声；名人,4,low,,description
cell,/ˈsɛl/,n.,单元；细胞,4,medium,,description
cent,/ˈsɛnt/,n.,美分,4,low,,description
center,/ˈsɛnɝ/,n./v./adj.,中心；中心点,1,high,,action
centimeter,/ˈsɛntəˌmitɝ/,n.,厘米,4,low,,description
central,/ˈsɛntrəl/,adj.,中心；中心的,2,high,,description
century,/ˈsɛntʃɝi/,n.,世纪；百年,1,high,,description
ceremony,/ˈsɛrəˌmoʊni/,n.,典礼；仪式,3,medium,,description
certain,/ˈsɝtən/,adj.,确定的；某一个的,1,high,"certainly,uncertain",description
certainly,/ˈsɝtənli/,adv.,当然；一定,2,medium,certain,action
certificate,/sɝˈtɪfɪkət/,n./v.,证明；证明书,4,low,,reasoning
chain,/ˈtʃeɪn/,n./v.,链；链条,3,low,,action
chair,/ˈtʃɛr/,n./v.,椅子,2,high,,action
chairman,/ˈtʃɛrmən/,n.,主席；会长,3,low,,description
chairwoman,/ˈtʃɛrˌwʊmən/,n.,女主席；女会长,4,low,,description
chalk,/ˈtʃɑk/,n./v.,粉笔,4,low,,action
challenge,/ˈtʃæləndʒ/,n./v.,挑战；向,1,high,,action
champion,/ˈtʃæmpiən/,n./v./adj.,冠军；优胜者,4,low,,action
chance,/ˈtʃæns/,n./v.,机会；可能性,1,high,,action
change,/ˈtʃeɪndʒ/,n./v.,零钱；找头,1,high,,action
channel,/ˈtʃænəl/,n./v.,频道；通道,3,low,,action
chaos,/ˈkeɪɑs/,n.,混乱；杂乱,4,low,,description
chapter,/ˈtʃæptɝ/,n.,章,4,low,,description
character,/ˈkɛrɪktɝ/,n.,字；字体,2,high,,description
characteristic,/ˌkɛrəktɝˈɪstɪk/,n./adj.,典型的；独特的,2,medium,,description
charge,/ˈtʃɑrdʒ/,n./v.,要求收费；索价,1,high,,action
charity,/ˈtʃɛrɪti/,n.,慈悲；博爱,3,low,,description
chart,/ˈtʃɑrt/,n./v.,图表；航海图,4,low,,action
chat,/ˈtʃæt/,n./v.,聊天；闲谈,2,medium,,action
cheap,/ˈtʃip/,adj./adv.,便宜的；贱,3,medium,,action
cheat,/ˈtʃit/,n./v.,骗取；哄骗,4,low,,action
check,/ˈtʃɛk/,n./v.,检查；批改,1,high,,action
cheek,/ˈtʃik/,n.,面颊；脸蛋,4,low,,description
cheer,/ˈtʃɪr/,n./v.,欢呼；喝彩,2,medium,,action
cheese,/ˈtʃiz/,n.,奶酪,3,medium,,description
chef,/ˈʃɛf/,n.,厨师长；主厨,3,medium,,description
chemical,/ˈkɛməkəl/,n./adj.,化学的；化学品,2,medium,,science
chemist,/ˈkɛmɪst/,n.,药剂师；化学家,4,low,,science
chemistry,/ˈkɛməstri/,n.,化学,4,low,,science
cheque,/ˈtʃɛk/,n.,支票,4,low,,description
chess,/ˈtʃɛs/,n.,棋,4,low,,description
chest,/ˈtʃɛst/,n.,箱子；盒子,3,medium,,description
chew,/ˈtʃu/,n./v.,咀嚼,4,low,,action
chicken,/ˈtʃɪkən/,n.,鸡；鸡肉,2,medium,,description
chief,/ˈtʃif/,n./adj.,主要；首要的,3,medium,,description
child,/ˈtʃaɪld/,n.,孩子；儿童,1,high,,description
childhood,/ˈtʃaɪldˌhʊd/,n.,幼年时代；童年,2,high,,description
china,/ˈtʃaɪnə/,n./adj.,中国,1,high,,description
chinese,/tʃaɪˈniz/,n./adj.,中文；中国话,1,high,,description
chocolate,/ˈtʃɔklət/,n./adj.,巧克力,3,medium,,description
choice,/ˈtʃɔɪs/,n./adj.,选择；抉择,2,high,,description
choke,/ˈtʃoʊk/,n./v.,窒息,4,low,,action
choose,/ˈtʃuz/,v.,选择,1,high,,action
chopsticks,/ˈtʃɑpˌstɪks/,n.,筷子,3,medium,,description
chorus,/ˈkɔrəs/,n./v.,合唱,4,low,,action
christian,/ˈkrɪstʃən/,n./adj.,基督教徒和天主教徒的,4,low,,description
christmas,/ˈkrɪsməs/,n.,圣诞节,3,medium,,description
church,/ˈtʃɝtʃ/,n./v./adj.,教堂；教会,2,high,,action
cigarette,/ˌsɪɡɝˈɛt/,n.,纸烟；香烟,3,low,,description
cinema,/ˈsɪnəmə/,n.,电影院；电影,4,low,,description
circle,/ˈsɝkəl/,n./v.,圆圈；阶层,3,medium,,action
circuit,/ˈsɝkət/,n.,环形路线；巡回赛,4,low,,description
circulate,/ˈsɝkjəˌleɪt/,v.,环流；循环,4,low,,action
circumstance,/ˈsɝkəmˌstæns/,n.,条件；环境,3,medium,,nature
circus,/ˈsɝkəs/,n.,马戏团,3,medium,,description
cite,/ˈsaɪt/,v.,引用；引证,4,low,,action
citizen,/ˈsɪtəzən/,n.,公民；居民,2,high,,description
city,/ˈsɪti/,n.,市；城市,1,high,,description
civil,/ˈsɪvəl/,adj.,国内的；平民的,3,low,,description
civilian,/səˈvɪljən/,n./adj.,平民；平民的,4,low,,description
civilization,/ˌsɪvəlɪˈzeɪʃən/,n.,文明；教化,4,low,,description
claim,/ˈkleɪm/,n./v.,要求；要求权,4,low,,action
clap,/ˈklæp/,n./v.,鼓掌；拍手,4,low,,action
clarify,/ˈklɛrəˌfaɪ/,v.,澄清；阐明,4,low,,action
class,/ˈklæs/,n./v.,班；年级,1,high,,action
classic,/ˈklæsɪk/,n./adj.,一流的；典型的,2,high,,description
classical,/ˈklæsɪkəl/,adj.,传统的；古典的,3,medium,,culture
classify,/ˈklæsəˌfaɪ/,v.,分类；归类,4,low,,action
classmate,/ˈklæsˌmeɪt/,n.,同班同学,2,high,,description
classroom,/ˈklæsˌrum/,n.,教室,2,high,,description
clay,/ˈkleɪ/,n.,黏土；陶土,4,low,,description
clean,/ˈklin/,n./v./adj./adv.,弄干净；擦干净,1,high,,action
clear,/ˈklɪr/,n./v./adj./adv.,清晰的；清除,1,high,clearly,action
clearly,/ˈklɪrli/,adv.,清楚地；无疑地,2,high,clear,action
clerk,/ˈklɝk/,n./v.,书记员；办事员,4,low,,action
clever,/ˈklɛvɝ/,adj.,聪明的；伶俐的,2,high,,description
click,/ˈklɪk/,n./v.,点击；咔哒声,4,low,,action
client,/ˈklaɪənt/,n.,客户；顾客,4,low,,description
climate,/ˈklaɪmət/,n.,气候,3,medium,,nature
climb,/ˈklaɪm/,n./v.,爬；攀登,2,high,,action
clinic,/ˈklɪnɪk/,n.,诊所,4,low,,description
clock,/ˈklɑk/,n./v.,钟,2,high,,action
clone,/ˈkloʊn/,n.,克隆,4,low,,description
close,/ˈkloʊs/,n./v./adj./adv.,关闭；接近,1,high,,action
cloth,/ˈklɔθ/,n.,布,4,low,,description
clothes,/ˈkloʊðz/,n.,衣服；各种衣物,1,high,,description
clothing,/ˈkloʊðɪŋ/,n.,衣服,3,medium,,description
cloud,/ˈklaʊd/,n./v.,云；云状物,3,medium,,action
cloudy,/ˈklaʊdi/,adj.,多云的；阴天的,4,low,,description
club,/ˈkləb/,n./v./adj.,俱乐部；纸牌中的梅花,1,high,,action
clue,/ˈklu/,n./v.,线索；暗示,4,low,,mystery
coach,/ˈkoʊtʃ/,n./v.,教练；马车,2,high,,action
coal,/ˈkoʊl/,n./v.,煤；煤块,4,low,,action
coast,/ˈkoʊst/,n./v.,海岸；海滨,3,low,,action
coat,/ˈkoʊt/,n./v.,外套；外面覆盖,3,low,,action
coffee,/ˈkɑfi/,n.,咖啡,2,high,,description
coin,/ˈkɔɪn/,n./v.,硬币,3,medium,,action
cold,/ˈkoʊld/,n./adj./adv.,冷的；寒的,1,high,,action
collapse,/kəˈlæps/,n./v.,崩溃；倒塌,3,medium,,action
collar,/ˈkɑlɝ/,n./v.,衣领；硬领,4,low,,action
colleague,/ˈkɑliɡ/,n.,同事,2,high,,description
collect,/kəˈlɛkt/,v./adj./adv.,收集；搜集,1,high,,action
collection,/kəˈlɛkʃən/,n.,收藏品；收集物,2,high,,description
college,/ˈkɑlɪdʒ/,n.,学院；专科学校,1,high,,"science,education"
color,/ˈkəlɝ/,n./v.,颜色；面色,2,high,,action
column,/ˈkɑləm/,n.,专栏；圆柱,4,low,,description
combine,/ˈkɑmbaɪn/,n./v.,使联合；使结合,2,high,,action
come,/ˈkəm/,v./interj.,过来；来,1,high,,action
comedy,/ˈkɑmədi/,n.,喜剧,2,medium,,description
comfort,/ˈkəmfɝt/,n./v.,安慰；使舒适,1,high,,action
comfortable,/ˈkəmfɝtəbəl/,n./adj.,舒服的；轻松的,1,high,uncomfortable,description
comic,/ˈkɑmɪk/,n./adj.,连环漫画；喜剧演员,4,low,,description
command,/kəˈmænd/,n./v.,命令,4,low,,action
comment,/ˈkɑmɛnt/,n./v.,评论,2,high,,action
commercial,/kəˈmɝʃəl/,n./adj.,商业的；商用的,2,medium,,economy
commit,/kəˈmɪt/,v.,犯；自杀,4,low,commitment,action
commitment,/kəˈmɪtmənt/,n.,承诺；允诺,3,medium,commit,description
committee,/kəˈmɪti/,n.,委员会,4,low,,description
common,/ˈkɑmən/,adj.,普通；一般,1,high,,description
communicate,/kəmˈjunəˌkeɪt/,v.,交际；传达,2,high,,action
communication,/kəmˌjunəˈkeɪʃən/,n.,交际；交往,1,high,,description
communist,/ˈkɑmjənəst/,n.,共产主义者；共产党的,4,low,,description
community,/kəmˈjunəti/,n.,社区；公众,2,high,,description
companion,/kəmˈpænjən/,n./v.,同伴；同事,3,medium,,action
company,/ˈkəmpəˌni/,n./v.,公司,1,high,,economy
compare,/kəmˈpɛr/,n./v.,比较；对照,1,high,,reasoning
comparison,/kəmˈpɛrəsən/,n.,比较；对照,3,medium,,reasoning
compensate,/ˈkɑmpənˌseɪt/,v.,补偿；弥补,3,medium,,action
compete,/kəmˈpit/,v.,比赛；竞赛,2,high,,action
competence,/ˈkɑmpətɪns/,n.,能力；胜任,4,low,,description
competition,/ˌkɑmpəˈtɪʃən/,n.,比赛；竞赛,3,low,,description
competitor,/kəmˈpɛtətɝ/,n.,竞赛者；比赛者,4,low,,description
complain,/kəmˈpleɪn/,v.,抱怨；抗议,3,low,,action
complete,/kəmˈplit/,v./adj.,完成；结束,1,high,,action
complex,/ˈkɑmplɛks/,n./adj.,复杂的；建筑群,2,high,,description
complicated,/ˈkɑmpləˌkeɪtəd/,adj.,复杂的,4,low,,description
component,/kəmˈpoʊnənt/,n./adj.,组成部分；部件,3,low,,description
compose,/kəmˈpoʊz/,v.,组成；写作,4,low,,education
composition,/ˌkɑmpəˈzɪʃən/,n.,作文；作曲,3,low,,description
comprehension,/ˌkɑmpriˈhɛnʃən/,n.,理解,4,low,,description
comprehensive,/ˌkɑmpriˈhɛnsɪv/,adj.,广泛的；有理解力的,4,low,,description
comprise,/kəmˈpraɪz/,v.,包含；构成,4,low,,action
compromise,/ˈkɑmprəˌmaɪz/,n./v.,妥协；折中,3,medium,,action
compulsory,/kəmˈpəlsɝi/,adj.,强制的；必须做的,4,low,,description
computer,/kəmˈpjutɝ/,n.,电子计算机,2,high,,science
conceal,/kənˈsiːl/,v.,隐藏；掩盖,1,low,,"action,mystery"
concentrate,/ˈkɑnsənˌtreɪt/,n./v.,聚精会神,3,medium,,action
concept,/ˈkɑnsɛpt/,n.,概念,2,medium,,description
concern,/kənˈsɝn/,n./v.,涉及；关心,1,high,,action
concert,/ˈkɑnsɝt/,n./v.,音乐会；演奏会,2,medium,,culture
conclude,/kənˈklud/,v.,完成；结束,4,low,,action
conclusion,/kənˈkluʒən/,n.,结论；结束,3,medium,,reasoning
concrete,/ˈkɑnkrit/,n./v./adj.,混凝土；具体的,4,low,,action
condemn,/kənˈdɛm/,v.,谴责；指责,4,low,,action
condition,/kənˈdɪʃən/,n./v.,条件；状况,1,high,,action
conduct,/ˈkɑndəkt/,n./v.,行为；实施,2,high,,action
conference,/ˈkɑnfɝəns/,n.,会议；讨论,4,low,,description
confidence,/ˈkɑnfədəns/,n.,信心,2,high,,description
confident,/ˈkɑnfədənt/,adj.,自信的,3,medium,,description
confirm,/kənˈfɝm/,v.,证实；证明,2,high,,reasoning
conflict,/ˈkɑnflɪkt/,n./v.,争论；战斗,2,high,,action
confucianism,/kənˈfjuʃəˌnɪzəm/,n.,孔子思想；儒家思想,4,low,,description
confucius,/kənˈfjuʃəs/,n.,孔子,4,low,,description
confuse,/kənˈfjuz/,v.,使迷惑；混淆,4,low,,action
confused,/kənˈfjuzd/,adj.,困惑的；混乱的,2,medium,,description
congratulation,/kənˌɡrætʃəˈleɪʃən/,n.,祝贺；庆贺,4,low,,description
connect,/kəˈnɛkt/,v.,连接；把,2,high,,action
connection,/kəˈnɛkʃən/,n.,连接物；接触,1,high,,description
conscience,/ˈkɑnʃəns/,n.,良心；良知,4,low,,description
consensus,/kənˈsɛnsəs/,n.,一致的意见；共识,4,low,,description
consequence,/ˈkɑnsəkwəns/,n.,结果；重要性,3,medium,,description
conservation,/ˌkɑnsɝˈveɪʃən/,n.,保存；保护,3,medium,,description
consider,/kənˈsɪdɝ/,v.,考虑,1,high,,action
consideration,/kənˌsɪdɝˈeɪʃən/,n.,考虑；关心,3,medium,,description
consist,/kənˈsɪst/,v.,包含；组成,3,low,,action
consistent,/kənˈsɪstənt/,adj.,一致的；始终如一的,4,low,,description
constant,/ˈkɑnstənt/,n./adj.,经常的；不断的,2,medium,,description
constitution,/ˌkɑnstəˈtuʃən/,n.,构成；宪法,4,low,,description
construct,/ˈkɑnstrəkt/,n./v.,构筑；建造,3,medium,,action
construction,/kənˈstrəkʃən/,n.,建造；建设,3,medium,,description
consult,/kənˈsəlt/,v.,咨询；商量,3,medium,,action
consultant,/kənˈsəltənt/,n.,顾问,4,low,,description
consultation,/ˌkɑnsəlˈteɪʃən/,n.,请教；咨询,4,low,,description
consume,/kənˈsum/,v.,消耗；耗费,2,high,,action
consumption,/kənˈsəmpʃən/,n.,消费；消费量,3,medium,,economy
contact,/ˈkɑnˌtækt/,n./v.,联系；交际,2,medium,,action
contain,/kənˈteɪn/,v.,包含；包括,2,medium,,action
container,/kənˈteɪnɝ/,n.,容器,3,medium,,description
contemporary,/kənˈtɛmpɝˌɛri/,n./adj.,同时代的人；同时代的,2,medium,,description
