word,pos,translation,tag,bnc,frq,exchange
arrival,,"n. 到达, 抵达, 到达者\n[经] 到达, 到达物",gk cet4 ky ielts,2281,3194,s:arrivals
arrive,,"vi. 到达, 抵达",zk gk,708,810,p:arrived/d:arrived/i:arriving/3:arrives
arrow,,"n. 箭, 箭状物, 箭头记号",gk cet4 ky,4127,4832,s:arrows/p:arrowed/i:arrowing
art,,"n. 艺术, 人文科学, 技术, 巧妙, 诡计, 美术\n[计] 实际保持时间, 特许权和资源表, 平均检索时间, 平均运行时间",zk gk cet4 ky ielts,477,346,s:arts
article,,"n. 文章, 冠词, 物品, 物件, 条款, 契约\n[计] 信件",zk gk cet4 ky toefl ielts,1027,731,s:articles/d:articled/i:articling/p:articled/3:articles
artificial,,"a. 人造的, 假的, 非原地产的\n[医] 人工的, 人造的, 伟牟",gk cet4 cet6 ky toefl ielts gre,3499,4003,s:artificials
artist,,"n. 艺术家, 画家",gk cet4 ky,1218,736,s:artists
as,,"adv. 同样地, 例如\nprep. 做为, 当作\nconj. 当...之时, 以...的方式, 像...一样, 因为\n[计] 高级系统, 先进系统, 辅助存储器, 自治系统",zk gk ielts,33,33,
ash,,"n. 灰, 灰烬\n[化] 灰分",gk cet4 ky,4713,4577,s:ashes
ashamed,,"a. 惭愧的, 羞耻的",gk cet4 ky ielts,5292,5651,
asia,,n. 亚洲,zk gk ielts,2720,0,
asian,,"n. 亚洲人\na. 亚洲的, 亚洲人的",zk gk,3725,2351,s:asians
aside,,"n. 小声说的话, 旁白\nadv. 在一边, 离开, 另外",gk cet4 ky,2376,1878,s:asides
ask,,"vi. 问, 要求\nvt. 问, 要求, 邀请, 需要",zk gk,141,131,p:asked/d:asked/i:asking/3:asks
asleep,,"a. 睡着的, 长眠的, 麻木的\nadv. 熟睡地",zk gk cet4 ky,3043,3081,
aspect,,"n. 外观, 方面, 面貌, 方向\n[医] 方面, 局面; 外观",gk cet4 cet6 ky toefl gre,862,1357,s:aspects
assess,,"vt. 估定, 对...征税, 评定\n[经] 估计, 估价, 确定(税款罚款等)的金额",gk cet4 cet6 ky toefl ielts gre,1488,2042,d:assessed/i:assessing/3:assesses/p:assessed
assessment,,"n. 评估, 估定, 评定的款额\n[化] 评估",gk cet6 toefl ielts gre,1249,1552,s:assessments
assign,,"vt. 分配, 指派, 赋值\n[计] 赋值",cet4 cet6 ky toefl ielts,3876,2611,d:assigned/i:assigning/3:assigns/p:assigned
assist,,"n. 帮助, 协助\nvt. 帮助, 促进\nvi. 协助, 参加",gk cet4 cet6 ky toefl,2162,2475,d:assisted/i:assisting/p:assisted/3:assists
assistance,,"n. 协助, 援助\n[经] 援助, 帮助",gk ky toefl ielts,2096,2081,
assistant,,"n. 助手, 助理, 助教\na. 有帮助的, 辅助的, 助理的",gk cet4 cet6 ky toefl ielts,2875,2706,s:assistants
associate,,"n. 同伴, 伙伴, 关联的事物\nvt. 使联合, 使发生联系\nvi. 交往\n[计] 关联",gk cet4 cet6 ky toefl ielts gre,1216,1354,d:associated/s:associates/i:associating/p:associated/3:associates
association,,n. 协会\n[计] 关联,gk cet4 cet6 ky toefl ielts,742,1859,s:associations
assume,,"vt. 假定, 承担, 呈现\nvi. 装腔作势, 僭越",gk cet4 cet6 ky toefl ielts gre,886,1091,d:assumed/i:assuming/p:assumed/3:assumes
assumption,,"n. 假定, 自负, 担任, 假装\n[经] 假定, 承担",gk cet4 cet6 ky toefl ielts gre,1693,2606,s:assumptions
astonish,,vt. 使惊讶,gk cet4 ky toefl,18564,12542,p:astonished/d:astonished/3:astonishes/i:astonishing
astronaut,,"n. 太空旅行者, 宇航员\n[法] 美国太空人",gk cet4 cet6 ky,16330,5656,s:astronauts/3:astronauts
astronomer,,n. 天文学家,gk toefl,10779,3744,s:astronomers
at,,"prep. 在, 向, 对\n[计] 地址转换器, 异常传输, 自动订票",zk gk,22,22,
athlete,,"n. 运动员, 运动选手\n[医] 运动员",gk cet4 cet6 ky toefl ielts,6584,1600,s:athletes
athletic,,a. 运动的,gk cet6,8781,2981,
atlantic,,n. 大西洋\na. 大西洋的,zk gk cet4,3289,0,
atmosphere,,"n. 大气, 空气, 气氛\n[医] 大气; 大气压",gk cet4 cet6 ky toefl,1855,2217,s:atmospheres
atom,,"n. 原子, 核能, 微粒, 微量\n[计] 原子",gk cet4 cet6 ky toefl,4241,5184,s:atoms
attach,,"vt. 附上, 使依附, 使附属, 使喜爱, 系, 缚\nvi. 附属, 归属, 联系在一起\n[计] 挂接服务器命令, 关联, 挂接, 附加",gk cet4 cet6 ky toefl ielts gre,1849,2320,d:attached/i:attaching/3:attaches/p:attached
attack,,"n. 攻击, 抨击\nvt. 攻击, 抨击, 动手干\nvi. 攻击",gk cet4 cet6 ky ielts,913,791,s:attacks/d:attacked/p:attacked/i:attacking/3:attacks
attain,,"vt. 达到, 获得\nvi. 达到",gk cet4 cet6 ky toefl ielts gre,5042,5323,d:attained/i:attaining/p:attained/3:attains
attempt,,"n. 尝试, 企图\nvt. 尝试, 企图",gk cet4 cet6 ky toefl ielts,740,1227,s:attempts/i:attempting/d:attempted/p:attempted/3:attempts
attend,,"vt. 参加, 照料, 伴随\nvi. 专心于, 照顾, 服侍, 出席",gk cet4 ky toefl ielts,1100,1168,i:attending/d:attended/p:attended/3:attends
attention,,"n. 注意, 注意力\n[计] 引起注意信号",zk gk cet4 ky toefl ielts,714,591,s:attentions
attitude,,"n. 态度, 看法, 姿势\n[医] 体态, 姿势, 态度",gk cet4 ky,920,1155,s:attitudes
attract,,"vt. 吸引, 诱惑\nvi. 有吸引力",gk cet4 ky toefl,1477,1867,d:attracted/p:attracted/3:attracts/i:attracting
attraction,,"n. 吸引, 吸引人的事物, 吸引力\n[医] 吸引",gk cet4 toefl,3108,3800,s:attractions
attractive,,"a. 吸引人的, 有魅力的\n[法] 有吸引力的, 有迷惑力的",gk cet4 ky toefl ielts,1781,2811,
audience,,"n. 听众, 观众, 读者\n[法] 听讼, 观众, 听众",gk cet4 cet6 ky toefl ielts gre,1463,1074,s:audiences
august,,"n. 八月\na. 威严的, 令人敬畏的",zk gk ielts gre,1239,22206,
aunt,,"n. 阿姨, 姨妈, 舅妈, 姑妈, 伯母",zk gk,2569,4166,s:aunts
australia,,"n. 澳洲, 澳大利亚",zk gk ielts,1834,0,
australian,,"n. 澳大利亚人\na. 澳大利亚的, 澳洲的, 澳洲人的",zk gk ielts,3122,5172,s:australians
author,,"n. 作家, 作家的著作, 创始人\n[法] 作者, 著作人, 本人",gk cet4 cet6 ky ielts,1382,685,s:authors/i:authoring/p:authored/3:authors/d:authored
authority,,"n. 权力, 当权者, 当局, 权威, 专家\n[经] 代理权, 授权, 权威",gk cet4 cet6 ky toefl ielts,285,832,s:authorities
automatic,,"n. 自动手枪, 自动机械\na. 自动的, 机械的, 必然的, 无意识的",gk cet4 cet6 ky toefl ielts,3184,4045,s:automatics
autonomous,,a. 自治的\n[医] 自主的,gk toefl gre,5495,7499,
autumn,,"n. 秋天, 成熟期",zk gk,2252,5010,
available,,"a. 可利用的, 可获得的, 有效的\n[医] 有效的, 可得的",zk gk cet4 cet6 ky toefl ielts gre,334,622,
avenue,,"n. 大街, 途径, 林荫路",gk cet4 ky toefl ielts,3634,5320,s:avenues
average,,"n. 平均, 平均数, 一般水平, 海损\na. 平均的, 中等的, 平常的\nvt. 算出...平均数, 平均做, 均分, 使平衡\nvi. 平均为, 呈中间色",gk cet4 ky toefl ielts,1527,1299,s:averages/i:averaging/p:averaged/d:averaged/3:averages
avoid,,"vt. 避免, 防止, 撤消\n[法] 避免, 回避, 躲开",zk gk cet4 ky toefl ielts gre,835,908,d:avoided/i:avoiding/p:avoided/3:avoids
awake,,"a. 醒着的\nvt. 唤醒, 唤起, 使意识到\nvi. 醒来, 被唤起, 意识到",zk gk cet4 cet6 ky,4786,4647,p:awoke/d:awoken/3:awakes/i:awaking
award,,"n. 奖品, 裁定, 判决\nvt. 授予, 给予",gk cet4 cet6 ky ielts,590,2573,d:awarded/s:awards/p:awarded/i:awarding/3:awards
aware,,"a. 知道的, 有觉悟的",gk cet4 ky toefl ielts,921,1439,
away,,adv. 离去,zk gk,237,269,
awesome,,"a. 引起敬畏的, 可怕的",gk,9785,6337,
awful,,"a. 可怕的, 庄严的, 虔敬的",gk cet4 cet6 ky ielts,2660,3276,
awkward,,"a. 笨拙的, 棘手的",gk cet4 cet6 ky toefl ielts gre,4097,4992,
baby,,n. 婴孩\n[医] 婴儿,zk gk,869,588,s:babies/i:babying/p:babied/3:babies/d:babied
back,,"a. 后面的\nvt. 使后退, 支持\nvi. 倒退, 背靠\nadv. 向后地\nn. 背部, 后面",zk gk ielts,105,108,d:backed/s:backs/p:backed/i:backing/3:backs
background,,"n. 背景, 背景资料\n[计] 背景, 后台",zk gk cet4 ky toefl ielts,1369,1402,s:backgrounds
backward,,"adv. 向后地, 相反地\na. 向后的, 相反的\n[计] 倒推",gk cet4 ky toefl ielts,8489,5204,
bacon,,n. 熏猪肉\n[机] 腌肉,gk cet6 ky ielts,6093,6412,s:bacons
bad,,a. 坏的\nn. 坏\nadv. 坏地,zk gk,349,282,r:worse/t:worst
badly,,"adv. 严重地, 恶劣地, 极度地",gk cet4 ky,2078,3111,
badminton,,n. 羽毛球运动,gk cet4 cet6 ky ielts,15739,20115,
bag,,"n. 袋子, 袋状物\nvt. 使膨大, 装袋, 猎获",zk gk,1292,1008,s:bags/p:bagged/d:bagged/i:bagging/3:bags
bake,,"vt. 烘焙, 烤\nvi. 烤面包\nn. 烘焙, 烤",gk cet4 ky ielts,6122,2810,i:baking/d:baked/p:baked/3:bakes
bakery,,n. 面包店,gk,11664,8076,s:bakeries
balance,,"n. 平衡, 差额\nvi. 平衡, 相等\nvt. 称, 权衡, 比较, 使平衡, 结算, 抵消",gk cet4 ky toefl ielts,1176,1631,d:balanced/i:balancing/s:balances/3:balances/p:balanced
ball,,"n. 球, 舞会, 球状物\nv. 捏成球形",zk gk,1121,912,s:balls/p:balled/i:balling/3:balls/d:balled
ballet,,n. 芭蕾舞,gk cet6 ky toefl ielts,4421,6552,s:ballets
balloon,,"n. 气球\nvt. 使成气球状\nvi. 膨胀如气球, 激增",zk gk cet4 ky toefl ielts gre,5623,4774,s:balloons/p:ballooned/i:ballooning/d:ballooned/3:balloons
bamboo,,n. 竹子\n[医] 竹类,zk gk cet6 ielts,12165,8248,s:bamboos
ban,,"n. 禁令\nvt. 禁止, 取缔",gk cet4 cet6 ky toefl ielts gre,2824,3273,d:banned/i:banning/p:banned/s:bans/3:bans
banana,,n. 香蕉,zk gk,5663,4677,s:bananas
band,,"n. 带子, 队, 乐队\nv. 联合, 结合\n[计] 频带; 波段; 区",gk cet4 ky toefl ielts gre,1145,1277,s:bands/3:bands/d:banded/i:banding/p:banded
bang,,"n. 重击, 突然巨响, 刘海\nv. 发巨响, 重击\nadv. 砰然地, 突然巨响地, 直接地\n[计] 撞击符",gk cet4 cet6 ky toefl ielts,4572,5069,i:banging/p:banged/s:bangs/d:banged/3:bangs
bank,,"n. 银行, 堤, 岸\n[医] 库",zk gk ielts,406,663,s:banks/i:banking/d:banked/p:banked/3:banks
bar,,"n. 条, 棒, 酒吧, 栅, 障碍物\nvt. 禁止, 阻挡, 妨碍\n[计] 棒形图",gk cet4 ky toefl ielts gre,993,991,s:bars/d:barred/p:barred/i:barring/3:bars
barbecue,,"n. 烤肉\nvt. 烤肉, 烧烤",gk ky toefl ielts gre,10040,6778,s:barbecues/3:barbecues/d:barbecued/i:barbecuing/p:barbecued
bare,,"a. 赤裸的, 缺少的, 无遮蔽的, 坦率的\nvt. 使赤裸, 露出",gk cet4 ky toefl ielts gre,3196,3430,p:bared/t:barest/i:baring/d:bared/3:bares/r:barer
barely,,adv. 几乎不,cet4 cet6 ky toefl ielts,3192,1973,
bark,,"n. 树皮, 吠声\nvi. 吠, 叫骂\nvt. 喊出, 剥树皮",gk cet4 cet6 ky toefl ielts gre,6605,5831,p:barked/i:barking/s:barks/d:barked/3:barks
barrier,,"n. 障碍, 栅栏\n[化] 势垒; 阻片; 阻挡层",gk cet4 cet6 ky toefl ielts gre,2629,2609,s:barriers
base,,"n. 底部, 垒, 基础, 基地\nvt. 以...作基础\na. 卑鄙的, 低劣的\n[计] 基准",gk cet4 ky gre,514,536,d:based/p:based/i:basing/3:bases/r:baser
baseball,,n. 棒球\n[计] 棒球系统,zk gk cet4 cet6 ky ielts,10008,1373,
basement,,"n. 地下室, 墙脚\n[化] 地下室",gk cet6 ky toefl ielts,5987,3598,s:basements
basic,,"n. 基本原理, 要素, 基本规律\na. 基本的, 碱性的\n(计算机)BASIC语言",zk gk cet4 ky toefl ielts,911,1144,s:basics
basin,,"n. 盆, 盆地\n[医] 第三脑室, 骨盆",gk cet4 cet6 ky toefl,4357,6174,s:basins/3:basins
basis,,"n. 基础, 主要成分\n[化] 基底",gk cet4 ky ielts,694,1307,
basket,,"n. 篮, 篮子\nvt. 装入篮",zk gk,3828,3255,s:baskets
basketball,,n. 篮球,zk gk,16051,1799,s:basketballs
bat,,"n. 蝙蝠, 球棒\nv. 用球棒打, 眨眼\n[计] 成批",gk cet4 ky,4758,3692,s:bats/p:batted/i:batting/3:bats/d:batted
bath,,"n. 沐浴, 浴室\n[医] 浴",gk cet4 ky ielts,2551,3890,s:baths/3:baths/i:/p:bathed/d:bathed
bathroom,,"n. 浴室, 厕所",zk gk cet4 ky ielts,2821,2404,s:bathrooms
battery,,"n. 电池, 殴打\n[化] 蓄电池",gk cet4 cet6 ky toefl ielts,3400,3193,s:batteries
battle,,n. 战役\nv. 战斗,gk cet4 cet6 ky toefl,1330,1199,s:battles/i:battling/p:battled/d:battled/3:battles
bay,,"n. 海湾, 狗吠声, 月桂\nvt. 吠, 使走投无路\nvi. 吠",gk cet4 cet6 ky toefl ielts,2330,23460,s:bays/i:baying/p:bayed/3:bays/d:bayed
bc,,公元前,,12933,0,
be,,"v. 是, 表示, 在\n[计] 后端, 总线允许",zk gk,2,2,p:was/3:is/d:been/i:being
beach,,n. 海滩,zk gk cet4 ky ielts,1900,1937,s:beaches/p:beached/d:beached/i:beaching/3:beaches
beam,,"n. 横梁, 杆, 光线, 容光焕发\nvi. 用梁支承, 微笑, 射出光线\nvt. 照耀, 感到欣喜\n[计] 束",gk cet4 cet6 ky toefl ielts gre,3945,3741,s:beams/p:beamed/i:beaming/d:beamed/3:beams
bean,,n. 豆子\n[化] 油嘴; 豆,gk cet4 cet6 ky toefl,3782,2352,s:beans
bear,,"n. 熊\nvt. 忍受, 支承, 产生, 怀有, 通过卖空使跌价\nvi. 忍受, 结果实, 压挤, 行进, 转向",gk toefl ielts,1065,1619,d:born/i:bearing/p:bore/3:bears/s:bears
beard,,"n. 胡须\nvt. 抓住胡须, 公开反对",gk cet4 ky toefl ielts,5605,4690,s:beards/i:bearding/p:bearded/3:beards/d:bearded
beast,,"n. 畜生, 动物, 野兽, 兽性",gk cet4 ky toefl,4515,4428,s:beasts
beat,,"n. 心跳(声), 打, 敲打声, 拍子\nv. 打, 拍打, 打败\na. 疲乏的, 颓废的\nbeat的过去式\n[计] 拍; 节拍",zk gk toefl ielts gre,1207,1036,p:beat/0:beat/1:pd/d:beaten/i:beating/3:beats/s:beats
beautiful,,a. 美丽的,zk gk ielts,1161,992,
beauty,,"n. 美, 美人",gk cet4 ky ielts,2046,1724,s:beauties
because,,conj. 因为,zk gk,101,89,
become,,"vi. 变成, 变得\nvt. 适合",zk gk ielts,122,139,p:became/d:become/0:become/1:d/3:becomes/i:becoming
bed,,"n. 床, 睡眠处, 河床, 底座, 路基, 一层\nvt. 提供宿处, 栽种, 安装\nvi. 睡, 形成坚实的一层",zk gk,563,683,s:beds/d:bedded/i:bedding/p:bedded/3:beds
bedroom,,n. 卧室,zk gk ielts,1570,1869,s:bedrooms
bee,,"n. 蜜蜂, 聚会",zk gk cet4 ky,4770,4247,s:bees
beef,,"n. 牛肉, 肌肉\nvt. 养(牛), 宰(牛)\nvi. 抱怨, 告发",zk gk,4295,3505,d:beefed/i:beefing/p:beefed/s:beefs/3:beefs
beer,,n. 啤酒\n[化] 啤酒,gk,2300,1902,s:beers
before,,prep. 在...之前\nconj. 在...之前\nadv. 在前,zk gk,198,219,
beg,,"v. 乞求, 乞讨, 请求",gk cet4 ky toefl,3537,3452,i:begging/p:begged/3:begs/d:begged
begin,,v. 开始\n[计] 开始,zk gk,193,164,p:began/i:beginning/d:begun/3:begins
beginning,,n. 开始,gk cet4 cet6 ky ielts,1242,1200,0:begin/1:i/s:beginnings/i:beginning
behalf,,"n. 利益, 方面",gk cet4 cet6 ky toefl ielts,4681,4434,
behave,,"vi. 举止端正, 行为规矩\nvt. 检点(自己的)行为, 使表现好",gk cet4 cet6 ky toefl ielts,2463,3660,i:behaving/p:behaved/d:behaved/3:behaves
behavior,,"n. 行为, 举止\n[医] 行为",cet4 cet6 ky toefl ielts,28403,658,s:behaviors
behind,,adv. 在后地\nprep. 在...背后,zk gk,489,421,
being,,"n. 存在, 性质, 生命, 人, 生物, be的现在分词",gk cet4 ky,1956,1676,1:i/0:be/s:beings
belgium,,n. 比利时,gk,4510,0,
belief,,"n. 信念, 相信, 信仰",gk cet4 ky toefl,1291,1378,s:beliefs
believe,,v. 相信,zk gk,252,212,p:believed/3:believes/d:believed/i:believing
bell,,"n. 铃, 钟\n[计] 响铃命令",zk gk,2829,2646,s:bells/p:belled/i:belling/3:bells/d:belled
belly,,"n. 腹部, 食欲\nvt. 使鼓起\nvi. 鼓起, 匍匐前进",gk ky ielts,5691,3805,s:bellies/p:bellied/i:bellying/d:bellied/3:bellies
belong,,"vi. 属于, 合适",gk cet4 ky toefl,1475,1639,i:belonging/p:belonged/3:belongs/d:belonged
below,,prep. 在下面\nadv. 在下面,zk gk toefl,1136,1450,
belt,,"n. 带子, 地带\n[医] 带, 腰带, 束带, 地带, 区",gk cet4 ky toefl,2870,2430,s:belts/p:belted/i:belting/d:belted/3:belts
bench,,n. 长椅子\n[机] 台,gk cet4 cet6 ky gre,2942,2782,s:benches/p:benched/i:benching/3:benches/d:benched
bend,,"vi. 变弯曲, 屈服\nvt. 使弯曲, 使屈服\nn. 弯曲",gk cet4 cet6 ky toefl ielts gre,2445,2194,p:bent/i:bending/d:bent/s:bends/3:bends
beneath,,prep. 在...下方\nadv. 在...下方,gk cet4 ky toefl,1890,1977,
beneficial,,"a. 有益的, 受益的\n[经] 有使用权的, 可享利益的",gk cet4 ky toefl ielts,4578,4991,
benefit,,n. 利益\nvt. 有益于\nvi. 受益,gk cet4 cet6 ky toefl ielts,656,812,s:benefits/d:benefited/3:benefits/p:benefited/i:benefiting
beside,,prep. 在旁边,zk gk,1623,1981,
besides,,"prep. 除...之外\nadv. 而且, 此外",zk gk cet4 ky toefl,3848,3012,
best,,a. 最好的\nadv. 最好地\nn. 最好的人,ielts,1212,309,0:good/1:t/r:best/3:bests/d:bested/i:besting/p:bested
bet,,"n. 打赌, 赌注\nv. 打赌",cet4 ky ielts,3246,2699,s:bets/i:betting/p:bet/0:bet/1:pd/3:bets/d:bet
better,,a. 较好的\nadv. 比较好,gk ielts,704,452,0:good/1:r/d:bettered/s:betters/i:bettering/p:bettered/3:betters
between,,prep. 在...之间,zk gk,97,140,
beyond,,"prep. 超过, 在那一边, 迟于\nadv. 在远处\nn. 更远处",zk gk cet4 ky,944,746,
bicycle,,n. 自行车,zk gk cet4 ky ielts,5312,4366,s:bicycles/p:bicycled/i:bicycling/d:bicycled/3:bicycles
bid,,"n. 出价\nv. 命令, 吩咐, 请求, 表示, 宣布, 投标",gk cet6 ky ielts gre,2359,4069,s:bids/d:bid/0:bid/1:dp/i:bidding/p:bade/3:bids
big,,"a. 大的, 重要的\nadv. 大量地",zk gk,260,162,t:biggest/r:bigger
bike,,"n. 自行车, 脚踏车",zk,3241,2163,s:bikes/i:biking/p:biked/3:bikes/d:biked
bill,,"n. 帐单, 清单, 钞票, 鸟嘴, 广告, 法案, 票据\nvt. 开帐单, (用招贴)宣布",zk gk cet4 ky toefl ielts,837,8026,s:bills/d:billed/i:billing/p:billed/3:bills
billion,,"num. 十亿, 十亿个",gk cet4 cet6 ky toefl,1829,612,
biology,,n. 生物学\n[化] 生物; 生物学,gk cet4 ky ielts,5388,4226,
bird,,"n. 鸟, 羽毛球\nvi. 打鸟",zk gk,1072,1122,s:birds/i:birding/p:birded/3:birds/d:birded
birth,,"n. 出生, 起源\n[医] 生产, 分娩",zk gk cet4 ky ielts,1590,1499,s:births/i:birthing/p:birthed/3:births/d:birthed
birthday,,n. 生日,zk gk,2488,2433,s:birthdays
biscuit,,n. 饼干\n[化] 素坯; 饼干,zk gk cet4 ky,4203,8068,s:biscuits
bishop,,"n. 主教, (国际象棋中的)象, 热果子酒",gk cet6,2221,3437,s:bishops
bit,,"n. 少量, 马嚼子, 辅币\nvt. 给马上嚼子, 控制\nbite的过去式和过去分词\n[计] 比特, 二进制数位, 机内测试",zk gk gre,585,952,s:bits/0:bite/1:pd
bite,,"n. 咬, 一口\nv. 咬, 刺痛, 穿透",gk cet4 ky toefl ielts,3294,3153,p:bit/i:biting/s:bites/3:bites/d:bit
bitter,,"a. 苦的, 痛苦的, 怀恨的\nadv. 刺骨\nv. (使)变苦",zk gk cet4 ky toefl ielts,3095,3580,s:bitters/i:bittering/p:bittered/3:bitters/d:bittered
black,,"n. 黑色, 黑颜料\na. 黑色的",zk gk ielts,426,253,s:blacks/p:blacked/r:blacker/t:blackest/d:blacked/i:blacking/3:blacks
blackboard,,n. 黑板,zk gk,11944,13322,s:blackboards
blame,,"n. 过失, 责备\nvt. 责备, 归咎于",gk cet4 cet6 ky toefl ielts,2043,1797,d:blamed/p:blamed/i:blaming/3:blames
blank,,"n. 空格, 空白\na. 空白的, 空虚的, 完全的, 无色的\nvi. 消失, 成为空白\nvt. 使无效, 取消, 封锁\n[计] 空白",gk cet4 ky ielts,4310,4578,s:blanks/p:blanked/d:blanked/i:blanking/r:blanker/3:blanks
blanket,,"n. 毛毯, 毯子\nvt. 掩盖, 覆盖\na. 总共的",gk cet4 ky toefl ielts,3938,3306,s:blankets/d:blanketed/p:blanketed/i:blanketing/3:blankets
bleed,,"vi. 流血, 悲痛, 渗出\nvt. 使出血, 榨取",gk cet4 cet6 ky toefl ielts,6460,5218,i:bleeding/3:bleeds/d:bled/p:bled
bless,,"vt. 祝福, 祈佑, 使神圣化",gk cet4 cet6 ky ielts,5280,4161,d:blessed/p:blessed/i:blessing/3:blesses
blind,,"n. 蒙蔽物, 窗帘\na. 盲目的, 瞎的, 不加思考的\nvt. 使失明, 蒙蔽, 遮暗\nadv. 盲目地",zk gk cet4 cet6 ky ielts,2926,2716,s:blinds/d:blinded/p:blinded/r:blinder/i:blinding/3:blinds
block,,"n. 街区, 木块, 石块, 块\nvt. 阻塞, 封锁, 使成块状\n[计] 块, 数据块",gk toefl ielts,1641,1314,s:blocks/d:blocked/i:blocking/p:blocked/3:blocks
blog,,n. 博客；部落格；网络日志,,0,7748,i:blogging/p:blogged/3:blogs/d:blogged/s:blogs
blood,,"n. 血, 血统, 流血, 气质, 生命\nvt. 使出血, 用血涂",zk gk cet4 ky ielts,980,692,s:bloods/d:blooded/i:blooding/p:blooded/3:bloods
blouse,,n. 宽松的上衣,gk cet6 ky ielts,8160,6586,s:blouses/p:bloused/i:blousing
blow,,"n. 吹, 打击, 殴打, 花开\nv. 吹, 风吹, 吹响, 开花",zk gk toefl,1822,1414,p:blew/d:blown/i:blowing/s:blows/3:blows
blue,,"n. 蓝色\na. 蓝色的, 下流的, 忧郁的\nvt. 染成蓝色\nvi. 变蓝",gk gre,1083,842,s:blues/i:bluing/p:blued/3:blues/d:blued
board,,"n. 木板, 甲板, 膳食, 会议桌\nvt. 乘船, 供膳食, 用板覆盖\nvi. 搭伙\n[计] 板",zk gk cet4 cet6 ky toefl ielts,611,667,s:boards/p:boarded/d:boarded/i:boarding/3:boards
boat,,n. 船\nvi. 乘船\nvt. 以船运,zk gk ielts,1303,1231,s:boats/i:boating/p:boated/3:boats/d:boated
body,,"n. 身体, 人, 尸体, 主要部分, 团体\nvt. 赋以形体\n[计] 体",zk,274,313,s:bodies/i:bodying/p:bodied/3:bodies/d:bodied
