word,official_raw,official_level,teacher_number,pronunciation_source,pronunciation_status,pos_source,meaning_source,frequency_status,paper_hits,source_notes
aid,aid*,required,110,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
aids,,extension,111,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
aim,aim*,required,112,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2011:（全国卷ii）;2013:（新课标Ⅰ）;2017:（新课标ⅱ）;2019:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国甲卷）
air,air,junior,113,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,13,2010:（新课标Ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）
aircraft,,extension,114,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2017:（新课标ⅱ）
airline,airline**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,3,2013:（新课标Ⅰ）;2017:（新课标ⅱ）;2019:（新课标Ⅲ）
airplane,,extension,116,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2018:（新课标ⅱ）
airport,airport,junior,117,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2013:（新课标Ⅰ）;2016:（新课标ⅱ）;2018:（新课标ⅲ）
alarm,alarm*,required,119,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）
album,,extension,120,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2014:（新课标Ⅰ）;2017:（新课标ⅲ）
alcohol,alcohol**,selective_required,121,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2013:（新课标ii）
alike,,extension,124,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2010:（新课标Ⅰ）;2012:（新课标）;2021:（解析版）;2022:（全国甲卷）
alive,alive,junior,125,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2010:（新课标Ⅰ）;2014:（新课标ⅱ）;2018:（新课标ⅲ）
all,all,junior,,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,ECDICT,historical_partial_2010_2022,30,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
alley,,extension,128,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
allocate,,extension,129,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅱ）
allow,allow,junior,130,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,13,2011:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2021:（新课标Ⅰ）
allowance,,extension,131,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅰ）
almost,almost,junior,132,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,13,2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2016:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）
alone,alone,junior,133,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2010:（新课标Ⅰ）;2014:（新课标ⅱ）;2016:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅱ）;2022:（全国乙卷）;2022:（全国甲卷）
along,along,junior,134,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,16,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2017:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
alongside,alongside**,selective_required,135,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2019:（新课标Ⅱ）;2019:（新课标Ⅲ）
aloud,aloud,junior,136,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2011:（新课标）;2018:（新课标ⅲ）
already,already,junior,138,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,18,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2013:（新课标ii）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）
also,also,junior,139,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,27,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
alternative,alternative**,selective_required,140,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2022:（全国乙卷）
although,although,junior,141,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,12,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2018:（新课标ⅱ）;2020:（新课标Ⅰ）;2022:（全国乙卷）
altogether,altogether**,selective_required,143,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2015:（新课标ⅱ）;2017:（新课标Ⅰ）
always,always,junior,145,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,22,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
am,,extension,146,ipa-dict(en_US/CMUdict),corroborated,teacher_pdf,teacher_pdf_gloss,historical_partial_2010_2022,13,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2013:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）
amateur,amateur**,selective_required,150,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
amazing,amazing*,required,152,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2015:（新课标Ⅰ）;2017:（新课标Ⅰ）;2019:（新课标Ⅱ）;2022:（全国甲卷）
ambassador,,extension,153,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2016:（新课标Ⅰ）
ambiguous,,extension,155,curated_homograph_override,curated,ECDICT,curated_override,historical_partial_2010_2022,1,2017:（新课标ⅱ）
ambition,ambition**,selective_required,156,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
ambitious,ambitious**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,3,2019:（新课标Ⅰ）;2020:（新课标Ⅰ）;2021:（解析版）
ambulance,ambulance**,selective_required,157,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2018:（新课标ⅱ）
america,America,junior,158,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）
american,American,junior,159,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,15,2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国乙卷）;2022:（全国甲卷）
among,among,junior,160,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,15,2011:（新课标）;2013:（新课标ii）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（解析版）
amount,amount*,required,161,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,10,2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（解析版）;2022:（全国乙卷）
amuse,amuse**,selective_required,163,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2016:（新课标ⅱ）;2022:（全国甲卷）
an,a (an),junior,,curated_homograph_override,curated,curated_function_words,curated_override,historical_partial_2010_2022,30,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
analysis,,extension,166,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2018:（新课标Ⅰ）
analyze,analyse (analyze)**,selective_required,165,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2013:（新课标Ⅰ）;2016:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）
ancestor,ancestor**,selective_required,167,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
ancient,ancient,junior,169,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2013:（新课标Ⅰ）;2015:（新课标ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国乙卷）;2022:（全国甲卷）
and,and,junior,170,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,30,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
anger,anger**,selective_required,172,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2018:（新课标ⅱ）;2020:（新课标Ⅲ）
angle,angle**,selective_required,173,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2015:（新课标Ⅰ）
angry,angry,junior,174,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2011:（全国卷ii）;2012:（新课标）
animal,animal,junior,175,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,17,2010:（新课标Ⅰ）;2011:（全国卷ii）;2012:（新课标）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
ankle,ankle**,selective_required,176,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅰ）
anniversary,,extension,177,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2017:（新课标ⅲ）;2018:（新课标ⅲ）;2022:（全国乙卷）
announce,announce*,required,178,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2022:（全国乙卷）
announcement,,extension,179,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2011:（新课标）;2014:（新课标Ⅰ）;2020:（新课标Ⅱ）
annoy,annoy**,selective_required,180,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,10,2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
annual,annual*,required,181,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2014:（新课标Ⅰ）;2017:（新课标Ⅰ）;2019:（新课标Ⅲ）;2021:（解析版）;2022:（全国甲卷）
another,another,junior,182,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,25,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
answer,answer,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,8,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2016:（新课标Ⅰ）;2017:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2021:（解析版）
ant,ant,junior,184,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
anticipate,anticipate**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
antique,antique**,selective_required,188,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2010:（新课标Ⅱ）;2020:（新课标Ⅱ）
anxiety,anxiety**,selective_required,189,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）
anxious,anxious*,required,190,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2014:（新课标ⅱ）;2015:（新课标ⅱ）;2018:（新课标ⅲ）;2020:（新课标Ⅱ）
any,any,junior,191,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,22,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅱ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
anybody,anybody,junior,192,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,1,2013:（新课标ii）
anyhow,anyhow**,selective_required,193,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2010:（新课标Ⅱ）
anyone,anyone,junior,194,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,12,2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
