word,field,value,trace_status,selected_source,note
acid,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
acid,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
acid,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
acknowledge,phonetic,/ækˈnɑlɪdʒ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
acknowledge,pos,v.,confirmed,ECDICT,
acknowledge,meaning_cn,承认,confirmed,teacher_pdf_gloss,
acknowledge,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=2;ECDICT_rank_input=snapshotted
acknowledge,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
acknowledge,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
acknowledge,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
acquire,phonetic,/əˈkwaɪɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
acquire,pos,v.,confirmed,ECDICT,
acquire,meaning_cn,获得；得到,confirmed,teacher_pdf_gloss,
acquire,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=1;ECDICT_rank_input=snapshotted
acquire,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
acquire,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
acquire,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
acquisition,phonetic,/ˌækwəˈzɪʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
acquisition,pos,n.,confirmed,ECDICT,
acquisition,meaning_cn,获得；得到,confirmed,teacher_pdf_gloss,
acquisition,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
acquisition,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
acquisition,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
acquisition,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
acre,phonetic,/ˈeɪkɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
acre,pos,n.,confirmed,ECDICT,
acre,meaning_cn,英亩,confirmed,teacher_pdf_gloss,
acre,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=2;ECDICT_rank_input=snapshotted
acre,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
acre,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
acre,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
across,phonetic,/əˈkrɔs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
across,pos,prep.,confirmed,curated_function_words,
across,meaning_cn,横过；到另一边,confirmed,teacher_pdf_gloss,
across,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=15;ECDICT_rank_input=snapshotted
across,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=15;scope=historical_partial_2010_2022
across,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
across,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
act,phonetic,/ˈækt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
act,pos,n./v.,confirmed,ECDICT,
act,meaning_cn,行动；行为,confirmed,ECDICT,
act,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=14;ECDICT_rank_input=snapshotted
act,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=14;scope=historical_partial_2010_2022
act,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
act,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
action,phonetic,/ˈækʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
action,pos,n./v.,confirmed,ECDICT,
action,meaning_cn,行动,confirmed,teacher_pdf_gloss,
action,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=8;ECDICT_rank_input=snapshotted
action,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=8;scope=historical_partial_2010_2022
action,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
action,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
active,phonetic,/ˈæktɪv/,confirmed,ipa-dict(en_US/CMUdict),corroborated
active,pos,n./adj.,confirmed,ECDICT,
active,meaning_cn,积极的；主动的,confirmed,teacher_pdf_gloss,
active,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=6;ECDICT_rank_input=snapshotted
active,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
active,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
active,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
activity,phonetic,/ækˈtɪvəti/,confirmed,ipa-dict(en_US/CMUdict),corroborated
activity,pos,n.,confirmed,ECDICT,
activity,meaning_cn,活动,confirmed,teacher_pdf_gloss,
activity,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=15;ECDICT_rank_input=snapshotted
activity,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=15;scope=historical_partial_2010_2022
activity,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
activity,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
actor,phonetic,/ˈæktɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
actor,pos,n.,confirmed,ECDICT,
actor,meaning_cn,男演员,confirmed,teacher_pdf_gloss,
actor,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=5;ECDICT_rank_input=snapshotted
actor,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
actor,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
actor,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
actress,phonetic,/ˈæktrəs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
actress,pos,n.,confirmed,ECDICT,
actress,meaning_cn,女演员,confirmed,teacher_pdf_gloss,
actress,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=1;ECDICT_rank_input=snapshotted
actress,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
actress,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
actress,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
actual,phonetic,/ˈækʃəl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
actual,pos,adj.,confirmed,ECDICT,
actual,meaning_cn,实际的；现实的,confirmed,teacher_pdf_gloss,
actual,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=6;ECDICT_rank_input=snapshotted
actual,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
actual,word_family,actually,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
actual,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
actually,phonetic,/ˈækˌtʃuəli/,confirmed,ipa-dict(en_US/CMUdict),corroborated
actually,pos,adv.,confirmed,ECDICT,
actually,meaning_cn,事实上；竟然,confirmed,ECDICT,
actually,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=13;ECDICT_rank_input=snapshotted
actually,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=13;scope=historical_partial_2010_2022
actually,word_family,actual,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
actually,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
acute,phonetic,/əkˈjut/,confirmed,ipa-dict(en_US/CMUdict),corroborated
acute,pos,adj.,confirmed,ECDICT,
acute,meaning_cn,十分严重的；急性的,confirmed,teacher_pdf_gloss,
acute,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
acute,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
acute,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
acute,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
ad,phonetic,/ˈæd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
ad,pos,n.,confirmed,ECDICT,
ad,meaning_cn,广告,confirmed,teacher_pdf_gloss,
ad,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=2;ECDICT_rank_input=snapshotted
ad,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
ad,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
ad,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
adapt,phonetic,/əˈdæpt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
adapt,pos,v.,confirmed,ECDICT,
adapt,meaning_cn,使适应；适合,confirmed,teacher_pdf_gloss,
adapt,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=1;ECDICT_rank_input=snapshotted
adapt,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
adapt,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
adapt,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
adaptation,phonetic,/ˌædəpˈteɪʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
adaptation,pos,n.,confirmed,ECDICT,
adaptation,meaning_cn,适应；改编本,confirmed,teacher_pdf_gloss,
adaptation,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
adaptation,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
adaptation,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
adaptation,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
add,phonetic,/ˈæd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
add,pos,v.,confirmed,ECDICT,
add,meaning_cn,添加；增加,confirmed,teacher_pdf_gloss,
add,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=12;ECDICT_rank_input=snapshotted
add,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=12;scope=historical_partial_2010_2022
add,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
add,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
addict,phonetic,/ˈæˌdɪkt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
addict,pos,n./v.,confirmed,ECDICT,
addict,meaning_cn,使沉溺；使上瘾,confirmed,ECDICT,
addict,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=0;ECDICT_rank_input=snapshotted
addict,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
addict,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
addict,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
addition,phonetic,/əˈdɪʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
addition,pos,n.,confirmed,ECDICT,
addition,meaning_cn,增加；加,confirmed,teacher_pdf_gloss,
addition,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=5;ECDICT_rank_input=snapshotted
addition,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
addition,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
addition,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
address,phonetic,/ˈæˌdrɛs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
address,pos,n./v.,confirmed,ECDICT,
address,meaning_cn,地址；写姓名,confirmed,teacher_pdf_gloss,
address,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=4;ECDICT_rank_input=snapshotted
address,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
address,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
address,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
adequate,phonetic,/ˈædəˌkweɪt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
adequate,pos,adj.,confirmed,ECDICT,
adequate,meaning_cn,合适的；合乎需要的,confirmed,teacher_pdf_gloss,
adequate,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
adequate,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
adequate,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
adequate,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
adjust,phonetic,/əˈdʒəst/,confirmed,ipa-dict(en_US/CMUdict),corroborated
adjust,pos,v.,confirmed,ECDICT,
adjust,meaning_cn,调整；调节,confirmed,teacher_pdf_gloss,
adjust,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=1;ECDICT_rank_input=snapshotted
adjust,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
